Ensembl Gene ID,Ensembl Transcript ID,Fruitfly Ensembl Gene ID
ENSGALG00000012225,ENSGALT00000045607,FBgn0003742
ENSGALG00000012225,ENSGALT00000019966,FBgn0003742
ENSGALG00000012228,ENSGALT00000019970,
ENSGALG00000012247,ENSGALT00000020002,FBgn0035720
ENSGALG00000012247,ENSGALT00000020002,FBgn0003261
ENSGALG00000012247,ENSGALT00000020002,FBgn0029979
ENSGALG00000012251,ENSGALT00000020009,FBgn0267330
ENSGALG00000012264,ENSGALT00000020032,FBgn0031189
ENSGALG00000012265,ENSGALT00000020033,FBgn0036333
ENSGALG00000012265,ENSGALT00000020035,FBgn0036333
ENSGALG00000012273,ENSGALT00000020050,FBgn0001965
ENSGALG00000012285,ENSGALT00000020078,FBgn0052082
ENSGALG00000012290,ENSGALT00000020083,FBgn0024288
ENSGALG00000012304,ENSGALT00000037607,FBgn0014018
ENSGALG00000012306,ENSGALT00000020113,
ENSGALG00000012333,ENSGALT00000020152,FBgn0260755
ENSGALG00000012350,ENSGALT00000020176,FBgn0027529
ENSGALG00000012357,ENSGALT00000020184,
ENSGALG00000012402,ENSGALT00000020252,FBgn0015509
ENSGALG00000012405,ENSGALT00000020263,FBgn0000629
ENSGALG00000012412,ENSGALT00000020285,FBgn0020385
ENSGALG00000012414,ENSGALT00000020294,FBgn0039690
ENSGALG00000012415,ENSGALT00000020295,
ENSGALG00000012453,ENSGALT00000020355,FBgn0000581
ENSGALG00000012484,ENSGALT00000037786,FBgn0050085
ENSGALG00000012489,ENSGALT00000020402,
ENSGALG00000012497,ENSGALT00000037368,FBgn0261794
ENSGALG00000012497,ENSGALT00000020422,FBgn0261794
ENSGALG00000012508,ENSGALT00000020433,FBgn0051453
ENSGALG00000012509,ENSGALT00000020434,FBgn0035866
ENSGALG00000012530,ENSGALT00000020467,
ENSGALG00000012543,ENSGALT00000020486,FBgn0022160
ENSGALG00000012591,ENSGALT00000020563,FBgn0267791
ENSGALG00000012607,ENSGALT00000033908,
ENSGALG00000012615,ENSGALT00000020595,
ENSGALG00000012620,ENSGALT00000020601,FBgn0003892
ENSGALG00000012623,ENSGALT00000020607,
ENSGALG00000012627,ENSGALT00000020613,FBgn0031952
ENSGALG00000012627,ENSGALT00000044560,FBgn0031952
ENSGALG00000012638,ENSGALT00000020627,FBgn0016054
ENSGALG00000012640,ENSGALT00000020629,
ENSGALG00000012641,ENSGALT00000020631,
ENSGALG00000012653,ENSGALT00000020647,FBgn0035026
ENSGALG00000012656,ENSGALT00000020658,FBgn0051729
ENSGALG00000012704,ENSGALT00000020742,FBgn0260866
ENSGALG00000012717,ENSGALT00000020762,FBgn0032816
ENSGALG00000012718,ENSGALT00000020764,FBgn0039904
ENSGALG00000012721,ENSGALT00000020768,FBgn0031607
ENSGALG00000012759,ENSGALT00000020821,FBgn0039301
ENSGALG00000012775,ENSGALT00000020844,FBgn0261953
ENSGALG00000012775,ENSGALT00000044093,FBgn0261953
ENSGALG00000012813,ENSGALT00000020904,FBgn0027587
ENSGALG00000012848,ENSGALT00000020953,
ENSGALG00000012874,ENSGALT00000021001,
ENSGALG00000012909,ENSGALT00000021053,FBgn0036846
ENSGALG00000012953,ENSGALT00000021125,FBgn0026252
ENSGALG00000012954,ENSGALT00000021128,
ENSGALG00000012964,ENSGALT00000021148,
ENSGALG00000012975,ENSGALT00000021171,FBgn0026179
ENSGALG00000013095,ENSGALT00000021380,FBgn0033735
ENSGALG00000013095,ENSGALT00000045505,FBgn0033735
ENSGALG00000013100,ENSGALT00000021387,FBgn0261811
ENSGALG00000013129,ENSGALT00000021433,FBgn0035318
ENSGALG00000013129,ENSGALT00000031000,FBgn0035318
ENSGALG00000013135,ENSGALT00000021443,FBgn0031681
ENSGALG00000013155,ENSGALT00000021485,FBgn0262737
ENSGALG00000013157,ENSGALT00000021488,
ENSGALG00000013160,ENSGALT00000021491,FBgn0036740
ENSGALG00000013182,ENSGALT00000021535,
ENSGALG00000013204,ENSGALT00000021569,FBgn0039938
ENSGALG00000013205,ENSGALT00000021571,FBgn0000536
ENSGALG00000013211,ENSGALT00000021583,
ENSGALG00000013229,ENSGALT00000021607,FBgn0052220
ENSGALG00000013233,ENSGALT00000021611,
ENSGALG00000013272,ENSGALT00000021680,FBgn0037834
ENSGALG00000013306,ENSGALT00000021732,FBgn0261244
ENSGALG00000013354,ENSGALT00000021790,FBgn0030672
ENSGALG00000013369,ENSGALT00000021812,FBgn0032217
ENSGALG00000013384,ENSGALT00000021833,FBgn0262619
ENSGALG00000013395,ENSGALT00000021846,FBgn0031196
ENSGALG00000013406,ENSGALT00000021867,FBgn0264672
ENSGALG00000013437,ENSGALT00000021912,
ENSGALG00000013464,ENSGALT00000021945,FBgn0034282
ENSGALG00000013480,ENSGALT00000022073,FBgn0010222
ENSGALG00000013493,ENSGALT00000021979,FBgn0086532
ENSGALG00000013494,ENSGALT00000039139,
ENSGALG00000013503,ENSGALT00000021994,
ENSGALG00000013510,ENSGALT00000029725,FBgn0023527
ENSGALG00000013587,ENSGALT00000035835,
ENSGALG00000013609,ENSGALT00000022140,FBgn0032486
ENSGALG00000013621,ENSGALT00000022162,FBgn0027779
ENSGALG00000013625,ENSGALT00000022168,FBgn0021818
ENSGALG00000013627,ENSGALT00000045211,FBgn0036764
ENSGALG00000013627,ENSGALT00000045211,FBgn0037203
ENSGALG00000013627,ENSGALT00000045211,FBgn0036493
ENSGALG00000013627,ENSGALT00000022171,FBgn0036764
ENSGALG00000013627,ENSGALT00000022171,FBgn0037203
ENSGALG00000013627,ENSGALT00000022171,FBgn0036493
ENSGALG00000013709,ENSGALT00000022290,FBgn0031708
ENSGALG00000013715,ENSGALT00000022297,FBgn0086901
ENSGALG00000013725,ENSGALT00000022307,FBgn0052369
ENSGALG00000013726,ENSGALT00000022308,FBgn0020513
ENSGALG00000013726,ENSGALT00000022308,FBgn0085520
ENSGALG00000013728,ENSGALT00000022312,FBgn0004901
ENSGALG00000013728,ENSGALT00000022312,FBgn0041194
ENSGALG00000013731,ENSGALT00000022316,
ENSGALG00000013733,ENSGALT00000022319,FBgn0265968
ENSGALG00000013757,ENSGALT00000022349,FBgn0036579
ENSGALG00000013760,ENSGALT00000022352,FBgn0039580
ENSGALG00000013760,ENSGALT00000022352,FBgn0027341
ENSGALG00000013764,ENSGALT00000022357,FBgn0000527
ENSGALG00000013764,ENSGALT00000022357,FBgn0027780
ENSGALG00000013765,ENSGALT00000022358,FBgn0027525
ENSGALG00000013778,ENSGALT00000022376,FBgn0266669
ENSGALG00000013782,ENSGALT00000022381,
ENSGALG00000013782,ENSGALT00000022382,
ENSGALG00000013804,ENSGALT00000032094,FBgn0032014
ENSGALG00000013817,ENSGALT00000022477,FBgn0003475
ENSGALG00000013825,ENSGALT00000038945,FBgn0028554
ENSGALG00000013853,ENSGALT00000022474,FBgn0036702
ENSGALG00000013872,ENSGALT00000022497,FBgn0033247
ENSGALG00000013892,ENSGALT00000022522,FBgn0014006
ENSGALG00000013904,ENSGALT00000028271,
ENSGALG00000013931,ENSGALT00000022578,FBgn0046247
ENSGALG00000013932,ENSGALT00000022579,FBgn0028552
ENSGALG00000013932,ENSGALT00000022579,FBgn0266721
ENSGALG00000013943,ENSGALT00000022597,FBgn0037255
ENSGALG00000013948,ENSGALT00000022604,
ENSGALG00000013961,ENSGALT00000032088,FBgn0039025
ENSGALG00000013962,ENSGALT00000043369,FBgn0042712
ENSGALG00000013962,ENSGALT00000022632,FBgn0042712
ENSGALG00000014033,ENSGALT00000022726,FBgn0003205
ENSGALG00000014078,ENSGALT00000022792,FBgn0036967
ENSGALG00000014081,ENSGALT00000022799,FBgn0034793
ENSGALG00000014094,ENSGALT00000022818,FBgn0003744
ENSGALG00000014096,ENSGALT00000022820,FBgn0023094
ENSGALG00000014138,ENSGALT00000022872,FBgn0035518
ENSGALG00000014163,ENSGALT00000022906,FBgn0030823
ENSGALG00000014163,ENSGALT00000022906,FBgn0052238
ENSGALG00000014168,ENSGALT00000022916,FBgn0261286
ENSGALG00000014258,ENSGALT00000023059,FBgn0263346
ENSGALG00000014274,ENSGALT00000023088,
ENSGALG00000014320,ENSGALT00000023144,FBgn0261445
ENSGALG00000014335,ENSGALT00000023162,
ENSGALG00000014347,ENSGALT00000023176,
ENSGALG00000014355,ENSGALT00000023186,FBgn0045073
ENSGALG00000014383,ENSGALT00000023241,FBgn0037339
ENSGALG00000014445,ENSGALT00000023326,FBgn0033741
ENSGALG00000014464,ENSGALT00000017613,
ENSGALG00000014471,ENSGALT00000023364,FBgn0000261
ENSGALG00000014471,ENSGALT00000023364,FBgn0032061
ENSGALG00000014540,ENSGALT00000023458,FBgn0033897
ENSGALG00000014567,ENSGALT00000023492,FBgn0010551
ENSGALG00000014573,ENSGALT00000023500,FBgn0027330
ENSGALG00000014575,ENSGALT00000023502,FBgn0261270
ENSGALG00000014614,ENSGALT00000023563,FBgn0027508
ENSGALG00000014651,ENSGALT00000046126,
ENSGALG00000014651,ENSGALT00000023612,
ENSGALG00000014664,ENSGALT00000023634,FBgn0036859
ENSGALG00000014670,ENSGALT00000023641,FBgn0033376
ENSGALG00000014672,ENSGALT00000023643,FBgn0035445
ENSGALG00000014681,ENSGALT00000023658,
ENSGALG00000014682,ENSGALT00000023659,
ENSGALG00000014682,ENSGALT00000037690,
ENSGALG00000014686,ENSGALT00000023666,
ENSGALG00000014709,ENSGALT00000023719,FBgn0001986
ENSGALG00000014723,ENSGALT00000023745,
ENSGALG00000014725,ENSGALT00000023748,
ENSGALG00000014727,ENSGALT00000023751,FBgn0000479
ENSGALG00000014740,ENSGALT00000023770,FBgn0053139
ENSGALG00000014753,ENSGALT00000023789,
ENSGALG00000014756,ENSGALT00000023799,FBgn0035027
ENSGALG00000014767,ENSGALT00000023817,FBgn0032204
ENSGALG00000014767,ENSGALT00000023818,FBgn0032204
ENSGALG00000014772,ENSGALT00000023834,FBgn0036763
ENSGALG00000014810,ENSGALT00000023911,FBgn0260780
ENSGALG00000014810,ENSGALT00000023911,FBgn0038934
ENSGALG00000014832,ENSGALT00000023943,FBgn0023169
ENSGALG00000014853,ENSGALT00000023971,FBgn0033437
ENSGALG00000014853,ENSGALT00000023971,FBgn0037323
ENSGALG00000014853,ENSGALT00000023971,FBgn0039864
ENSGALG00000014853,ENSGALT00000023971,FBgn0033434
ENSGALG00000014853,ENSGALT00000023971,FBgn0053965
ENSGALG00000014853,ENSGALT00000023971,FBgn0023525
ENSGALG00000014853,ENSGALT00000023971,FBgn0029608
ENSGALG00000014853,ENSGALT00000023971,FBgn0038966
ENSGALG00000014853,ENSGALT00000023971,FBgn0039106
ENSGALG00000014853,ENSGALT00000023971,FBgn0050339
ENSGALG00000014853,ENSGALT00000023971,FBgn0053514
ENSGALG00000014853,ENSGALT00000023971,FBgn0039107
ENSGALG00000014853,ENSGALT00000023971,FBgn0053966
ENSGALG00000014853,ENSGALT00000023971,FBgn0036289
ENSGALG00000014853,ENSGALT00000023971,FBgn0035636
ENSGALG00000014853,ENSGALT00000023971,FBgn0029863
ENSGALG00000014853,ENSGALT00000023971,FBgn0051636
ENSGALG00000014862,ENSGALT00000023982,FBgn0010611
ENSGALG00000014867,ENSGALT00000023988,FBgn0034181
ENSGALG00000014876,ENSGALT00000024000,
ENSGALG00000014887,ENSGALT00000037366,FBgn0029094
ENSGALG00000014890,ENSGALT00000024021,
ENSGALG00000014901,ENSGALT00000024035,FBgn0033994
ENSGALG00000014902,ENSGALT00000024036,
ENSGALG00000014916,ENSGALT00000024058,
ENSGALG00000014916,ENSGALT00000045826,
ENSGALG00000014920,ENSGALT00000024064,FBgn0032216
ENSGALG00000014922,ENSGALT00000036842,FBgn0026181
ENSGALG00000014930,ENSGALT00000024082,
ENSGALG00000014933,ENSGALT00000024086,FBgn0041630
ENSGALG00000014933,ENSGALT00000024086,FBgn0045063
ENSGALG00000014933,ENSGALT00000024086,FBgn0041629
ENSGALG00000014937,ENSGALT00000024093,FBgn0024889
ENSGALG00000014943,ENSGALT00000024106,
ENSGALG00000014945,ENSGALT00000024108,
ENSGALG00000014956,ENSGALT00000032847,
ENSGALG00000014956,ENSGALT00000024123,
ENSGALG00000014957,ENSGALT00000024124,FBgn0260049
ENSGALG00000014974,ENSGALT00000024152,FBgn0263601
ENSGALG00000014991,ENSGALT00000024179,FBgn0015805
ENSGALG00000014992,ENSGALT00000032053,
ENSGALG00000015004,ENSGALT00000024197,FBgn0031643
ENSGALG00000015022,ENSGALT00000024226,FBgn0262733
ENSGALG00000015027,ENSGALT00000024235,FBgn0004864
ENSGALG00000015027,ENSGALT00000038382,FBgn0004864
ENSGALG00000015030,ENSGALT00000024240,FBgn0024320
ENSGALG00000015036,ENSGALT00000024250,FBgn0028500
ENSGALG00000015049,ENSGALT00000024267,FBgn0019932
ENSGALG00000015052,ENSGALT00000024273,
ENSGALG00000015075,ENSGALT00000024318,FBgn0066114
ENSGALG00000015075,ENSGALT00000024318,FBgn0032135
ENSGALG00000015075,ENSGALT00000024318,FBgn0036144
ENSGALG00000015077,ENSGALT00000024321,FBgn0032821
ENSGALG00000015084,ENSGALT00000024333,
ENSGALG00000015086,ENSGALT00000024335,FBgn0034951
ENSGALG00000015087,ENSGALT00000024338,FBgn0051814
ENSGALG00000015087,ENSGALT00000024338,FBgn0025878
ENSGALG00000015087,ENSGALT00000024338,FBgn0267428
ENSGALG00000015087,ENSGALT00000024338,FBgn0039617
ENSGALG00000015087,ENSGALT00000024338,FBgn0037107
ENSGALG00000015087,ENSGALT00000024338,FBgn0052791
ENSGALG00000015087,ENSGALT00000024338,FBgn0259245
ENSGALG00000015087,ENSGALT00000024338,FBgn0030887
ENSGALG00000015087,ENSGALT00000024338,FBgn0010238
ENSGALG00000015087,ENSGALT00000024338,FBgn0085420
ENSGALG00000015087,ENSGALT00000024338,FBgn0051646
ENSGALG00000015087,ENSGALT00000024338,FBgn0259714
ENSGALG00000015087,ENSGALT00000024338,FBgn0085382
ENSGALG00000015087,ENSGALT00000024338,FBgn0031837
ENSGALG00000015087,ENSGALT00000024338,FBgn0000071
ENSGALG00000015087,ENSGALT00000024338,FBgn0017590
ENSGALG00000015087,ENSGALT00000024338,FBgn0051708
ENSGALG00000015087,ENSGALT00000024338,FBgn0031725
ENSGALG00000015087,ENSGALT00000030459,FBgn0051814
ENSGALG00000015087,ENSGALT00000030459,FBgn0025878
ENSGALG00000015087,ENSGALT00000030459,FBgn0267428
ENSGALG00000015087,ENSGALT00000030459,FBgn0039617
ENSGALG00000015087,ENSGALT00000030459,FBgn0037107
ENSGALG00000015087,ENSGALT00000030459,FBgn0052791
ENSGALG00000015087,ENSGALT00000030459,FBgn0259245
ENSGALG00000015087,ENSGALT00000030459,FBgn0030887
ENSGALG00000015087,ENSGALT00000030459,FBgn0010238
ENSGALG00000015087,ENSGALT00000030459,FBgn0085420
ENSGALG00000015087,ENSGALT00000030459,FBgn0051646
ENSGALG00000015087,ENSGALT00000030459,FBgn0259714
ENSGALG00000015087,ENSGALT00000030459,FBgn0085382
ENSGALG00000015087,ENSGALT00000030459,FBgn0031837
ENSGALG00000015087,ENSGALT00000030459,FBgn0000071
ENSGALG00000015087,ENSGALT00000030459,FBgn0017590
ENSGALG00000015087,ENSGALT00000030459,FBgn0051708
ENSGALG00000015087,ENSGALT00000030459,FBgn0031725
ENSGALG00000015091,ENSGALT00000024342,
ENSGALG00000015093,ENSGALT00000024345,
ENSGALG00000015118,ENSGALT00000024394,FBgn0052438
ENSGALG00000015120,ENSGALT00000024400,FBgn0036000
ENSGALG00000015122,ENSGALT00000024404,FBgn0010280
ENSGALG00000015124,ENSGALT00000024407,FBgn0034636
ENSGALG00000015151,ENSGALT00000024447,
ENSGALG00000015156,ENSGALT00000032816,FBgn0035436
ENSGALG00000015170,ENSGALT00000024483,FBgn0033194
ENSGALG00000015177,ENSGALT00000024492,FBgn0004435
ENSGALG00000015177,ENSGALT00000024492,FBgn0050054
ENSGALG00000015177,ENSGALT00000024492,FBgn0033756
ENSGALG00000015179,ENSGALT00000024494,FBgn0038248
ENSGALG00000015225,ENSGALT00000024570,FBgn0037688
ENSGALG00000015241,ENSGALT00000024594,FBgn0001981
ENSGALG00000015241,ENSGALT00000024594,FBgn0001983
ENSGALG00000015241,ENSGALT00000024594,FBgn0003448
ENSGALG00000015246,ENSGALT00000024599,FBgn0031094
ENSGALG00000015259,ENSGALT00000024628,FBgn0037363
ENSGALG00000015275,ENSGALT00000024657,FBgn0037687
ENSGALG00000015280,ENSGALT00000024663,FBgn0036990
ENSGALG00000015301,ENSGALT00000024694,FBgn0039064
ENSGALG00000015325,ENSGALT00000024735,FBgn0085377
ENSGALG00000015325,ENSGALT00000024743,FBgn0085377
ENSGALG00000015333,ENSGALT00000024747,FBgn0002283
ENSGALG00000015390,ENSGALT00000024828,FBgn0001202
ENSGALG00000015415,ENSGALT00000024866,
ENSGALG00000015415,ENSGALT00000024865,
ENSGALG00000015436,ENSGALT00000024899,
ENSGALG00000015444,ENSGALT00000024908,
ENSGALG00000015479,ENSGALT00000024965,FBgn0034075
ENSGALG00000015490,ENSGALT00000024980,FBgn0030555
ENSGALG00000015491,ENSGALT00000024984,FBgn0033995
ENSGALG00000015506,ENSGALT00000025002,FBgn0053138
ENSGALG00000015519,ENSGALT00000025020,FBgn0002543
ENSGALG00000015519,ENSGALT00000025020,FBgn0005631
ENSGALG00000015519,ENSGALT00000025020,FBgn0041097
ENSGALG00000015524,ENSGALT00000025029,
ENSGALG00000015540,ENSGALT00000025051,FBgn0039147
ENSGALG00000015576,ENSGALT00000025117,
ENSGALG00000015589,ENSGALT00000025135,
ENSGALG00000015594,ENSGALT00000025145,FBgn0037708
ENSGALG00000015629,ENSGALT00000025198,FBgn0040340
ENSGALG00000015646,ENSGALT00000025230,FBgn0266711
ENSGALG00000015668,ENSGALT00000025265,
ENSGALG00000015691,ENSGALT00000037609,FBgn0027783
ENSGALG00000015692,ENSGALT00000025307,
ENSGALG00000015713,ENSGALT00000025340,
ENSGALG00000015713,ENSGALT00000037161,
ENSGALG00000015717,ENSGALT00000025344,
ENSGALG00000015718,ENSGALT00000025345,FBgn0020496
ENSGALG00000015744,ENSGALT00000025388,FBgn0034345
ENSGALG00000015744,ENSGALT00000025391,FBgn0034345
ENSGALG00000015773,ENSGALT00000025439,FBgn0033816
ENSGALG00000015792,ENSGALT00000025465,FBgn0038341
ENSGALG00000015804,ENSGALT00000025483,FBgn0262517
ENSGALG00000015815,ENSGALT00000025496,
ENSGALG00000015821,ENSGALT00000025507,FBgn0033342
ENSGALG00000015830,ENSGALT00000025521,FBgn0038826
ENSGALG00000015869,ENSGALT00000036640,FBgn0003557
ENSGALG00000015880,ENSGALT00000025596,
ENSGALG00000015898,ENSGALT00000025620,FBgn0011225
ENSGALG00000015920,ENSGALT00000025659,FBgn0026738
ENSGALG00000015930,ENSGALT00000025676,FBgn0035235
ENSGALG00000015933,ENSGALT00000025680,FBgn0037466
ENSGALG00000015951,ENSGALT00000025707,
ENSGALG00000015957,ENSGALT00000025714,FBgn0028847
ENSGALG00000015970,ENSGALT00000037052,
ENSGALG00000015975,ENSGALT00000025742,FBgn0030946
ENSGALG00000015983,ENSGALT00000036762,FBgn0000053
ENSGALG00000016038,ENSGALT00000043986,FBgn0265140
ENSGALG00000016038,ENSGALT00000025839,FBgn0265140
ENSGALG00000016040,ENSGALT00000025841,
ENSGALG00000016066,ENSGALT00000025883,FBgn0262511
ENSGALG00000016067,ENSGALT00000025884,
ENSGALG00000016072,ENSGALT00000025893,FBgn0033391
ENSGALG00000016073,ENSGALT00000025898,FBgn0036500
ENSGALG00000016092,ENSGALT00000025927,FBgn0027335
ENSGALG00000016106,ENSGALT00000025947,FBgn0030342
ENSGALG00000016196,ENSGALT00000026110,FBgn0031148
ENSGALG00000016198,ENSGALT00000026115,FBgn0017457
ENSGALG00000016203,ENSGALT00000026120,FBgn0022986
ENSGALG00000016203,ENSGALT00000026120,FBgn0034659
ENSGALG00000016203,ENSGALT00000026120,FBgn0022985
ENSGALG00000016203,ENSGALT00000026120,FBgn0022984
ENSGALG00000016203,ENSGALT00000026120,FBgn0034739
ENSGALG00000016203,ENSGALT00000026120,FBgn0022987
ENSGALG00000016203,ENSGALT00000026120,FBgn0034731
ENSGALG00000016203,ENSGALT00000026120,FBgn0034740
ENSGALG00000016231,ENSGALT00000026171,FBgn0263231
ENSGALG00000016245,ENSGALT00000036653,FBgn0036814
ENSGALG00000016265,ENSGALT00000036649,FBgn0027498
ENSGALG00000016271,ENSGALT00000026237,FBgn0024734
ENSGALG00000016283,ENSGALT00000026253,
ENSGALG00000016285,ENSGALT00000026256,FBgn0035266
ENSGALG00000016285,ENSGALT00000026256,FBgn0025592
ENSGALG00000016285,ENSGALT00000026256,FBgn0033673
ENSGALG00000016298,ENSGALT00000026293,FBgn0024150
ENSGALG00000016306,ENSGALT00000030784,FBgn0052066
ENSGALG00000016308,ENSGALT00000026309,FBgn0262656
ENSGALG00000016313,ENSGALT00000026320,FBgn0040319
ENSGALG00000016339,ENSGALT00000036569,FBgn0041004
ENSGALG00000016345,ENSGALT00000026363,FBgn0031119
ENSGALG00000016363,ENSGALT00000026395,FBgn0040077
ENSGALG00000016363,ENSGALT00000026395,FBgn0040076
ENSGALG00000016377,ENSGALT00000026413,FBgn0011828
ENSGALG00000016379,ENSGALT00000036633,FBgn0036272
ENSGALG00000016383,ENSGALT00000026425,FBgn0035073
ENSGALG00000016385,ENSGALT00000026430,FBgn0036292
ENSGALG00000016394,ENSGALT00000026444,
ENSGALG00000016403,ENSGALT00000036925,FBgn0000575
ENSGALG00000016404,ENSGALT00000026454,
ENSGALG00000016410,ENSGALT00000026468,FBgn0026250
ENSGALG00000016418,ENSGALT00000026483,
ENSGALG00000016433,ENSGALT00000036909,FBgn0004907
ENSGALG00000016442,ENSGALT00000026525,FBgn0011704
ENSGALG00000016454,ENSGALT00000031596,FBgn0011766
ENSGALG00000016461,ENSGALT00000026560,FBgn0015075
ENSGALG00000016462,ENSGALT00000036884,FBgn0262656
ENSGALG00000016463,ENSGALT00000026562,FBgn0052066
ENSGALG00000016480,ENSGALT00000026589,FBgn0010415
ENSGALG00000016485,ENSGALT00000026595,FBgn0014020
ENSGALG00000016506,ENSGALT00000026630,
ENSGALG00000016551,ENSGALT00000026710,FBgn0039132
ENSGALG00000016559,ENSGALT00000026721,FBgn0034270
ENSGALG00000016568,ENSGALT00000026743,FBgn0052407
ENSGALG00000016568,ENSGALT00000026743,FBgn0053523
ENSGALG00000016575,ENSGALT00000026753,
ENSGALG00000016578,ENSGALT00000026761,FBgn0266724
ENSGALG00000016594,ENSGALT00000026784,FBgn0261859
ENSGALG00000016616,ENSGALT00000026817,FBgn0039155
ENSGALG00000016630,ENSGALT00000026845,FBgn0027535
ENSGALG00000016636,ENSGALT00000026860,
ENSGALG00000016680,ENSGALT00000026916,FBgn0261953
ENSGALG00000016692,ENSGALT00000036701,
ENSGALG00000016702,ENSGALT00000026955,FBgn0038744
ENSGALG00000016720,ENSGALT00000026983,FBgn0027598
ENSGALG00000016720,ENSGALT00000036677,FBgn0027598
ENSGALG00000016735,ENSGALT00000027007,FBgn0026432
ENSGALG00000016747,ENSGALT00000027040,FBgn0061469
ENSGALG00000016753,ENSGALT00000027050,FBgn0037609
ENSGALG00000016763,ENSGALT00000036589,FBgn0037843
ENSGALG00000016792,ENSGALT00000027111,
ENSGALG00000016795,ENSGALT00000027116,
ENSGALG00000016800,ENSGALT00000027122,
ENSGALG00000016801,ENSGALT00000027123,FBgn0035848
ENSGALG00000016817,ENSGALT00000027149,FBgn0004390
ENSGALG00000016835,ENSGALT00000027187,FBgn0030747
ENSGALG00000016835,ENSGALT00000027187,FBgn0030746
ENSGALG00000016847,ENSGALT00000027215,FBgn0033900
ENSGALG00000016855,ENSGALT00000027231,FBgn0051712
ENSGALG00000016865,ENSGALT00000027245,FBgn0020370
ENSGALG00000016887,ENSGALT00000027289,FBgn0087013
ENSGALG00000016889,ENSGALT00000027292,FBgn0025806
ENSGALG00000016897,ENSGALT00000027314,
ENSGALG00000016906,ENSGALT00000027327,FBgn0014388
ENSGALG00000016910,ENSGALT00000027331,FBgn0002044
ENSGALG00000016912,ENSGALT00000036512,FBgn0050106
ENSGALG00000016912,ENSGALT00000036512,FBgn0033058
ENSGALG00000016931,ENSGALT00000027371,
ENSGALG00000016945,ENSGALT00000027389,
ENSGALG00000016953,ENSGALT00000027401,FBgn0031020
ENSGALG00000016972,ENSGALT00000036491,FBgn0036812
ENSGALG00000016984,ENSGALT00000027439,
ENSGALG00000017005,ENSGALT00000027469,FBgn0017572
ENSGALG00000017015,ENSGALT00000027483,FBgn0030507
ENSGALG00000017032,ENSGALT00000027519,FBgn0030218
ENSGALG00000017041,ENSGALT00000027534,
ENSGALG00000017042,ENSGALT00000027535,FBgn0085220
ENSGALG00000017048,ENSGALT00000027544,
ENSGALG00000017064,ENSGALT00000027564,FBgn0028700
ENSGALG00000017077,ENSGALT00000027586,FBgn0026418
ENSGALG00000017082,ENSGALT00000027593,FBgn0011764
ENSGALG00000017105,ENSGALT00000027631,FBgn0037705
ENSGALG00000017111,ENSGALT00000027647,FBgn0038722
ENSGALG00000017119,ENSGALT00000027657,
ENSGALG00000017126,ENSGALT00000027667,FBgn0034202
ENSGALG00000017126,ENSGALT00000027667,FBgn0033474
ENSGALG00000017139,ENSGALT00000043420,FBgn0010328
ENSGALG00000017139,ENSGALT00000027684,FBgn0010328
ENSGALG00000017142,ENSGALT00000036438,FBgn0015520
ENSGALG00000017142,ENSGALT00000036438,FBgn0004227
ENSGALG00000017153,ENSGALT00000021058,
ENSGALG00000017165,ENSGALT00000027725,FBgn0039632
ENSGALG00000017167,ENSGALT00000027727,
ENSGALG00000017185,ENSGALT00000036427,
ENSGALG00000017248,ENSGALT00000027882,FBgn0031882
ENSGALG00000017358,ENSGALT00000028042,
ENSGALG00000017365,ENSGALT00000028049,FBgn0261564
ENSGALG00000017366,ENSGALT00000028050,FBgn0032799
ENSGALG00000017368,ENSGALT00000028052,FBgn0037369
ENSGALG00000017388,ENSGALT00000028075,FBgn0002521
ENSGALG00000017393,ENSGALT00000028081,
ENSGALG00000017394,ENSGALT00000028082,
ENSGALG00000017644,ENSGALT00000028346,FBgn0030955
ENSGALG00000018565,ENSGALT00000029361,
ENSGALG00000018800,ENSGALT00000029685,FBgn0026702
ENSGALG00000019003,ENSGALT00000029980,
ENSGALG00000019178,ENSGALT00000026017,
ENSGALG00000019355,ENSGALT00000016192,FBgn0035872
ENSGALG00000019397,ENSGALT00000030740,FBgn0037315
ENSGALG00000019397,ENSGALT00000045967,FBgn0037315
ENSGALG00000019468,ENSGALT00000030880,FBgn0033544
ENSGALG00000019543,ENSGALT00000021151,
ENSGALG00000019598,ENSGALT00000031107,FBgn0086134
ENSGALG00000019605,ENSGALT00000031116,
ENSGALG00000019663,ENSGALT00000031228,
ENSGALG00000019891,ENSGALT00000031625,
ENSGALG00000019921,ENSGALT00000031690,FBgn0037777
ENSGALG00000019967,ENSGALT00000022584,
ENSGALG00000020003,ENSGALT00000018893,FBgn0024329
ENSGALG00000020210,ENSGALT00000032215,
ENSGALG00000020340,ENSGALT00000032442,FBgn0034914
ENSGALG00000020485,ENSGALT00000032681,
ENSGALG00000020528,ENSGALT00000032779,
ENSGALG00000020590,ENSGALT00000037849,FBgn0050390
ENSGALG00000020788,ENSGALT00000014694,
ENSGALG00000020927,ENSGALT00000039377,FBgn0031437
ENSGALG00000021039,ENSGALT00000006717,FBgn0042710
ENSGALG00000021039,ENSGALT00000006717,FBgn0001186
ENSGALG00000021039,ENSGALT00000006717,FBgn0042711
ENSGALG00000021039,ENSGALT00000006717,FBgn0001187
