Ensembl Gene ID,Ensembl Transcript ID,Fruitfly Ensembl Gene ID
ENSDARG00000018382,ENSDART00000034745,FBgn0003093
ENSDARG00000058940,ENSDART00000081909,
ENSDARG00000092482,ENSDART00000142098,
ENSDARG00000058053,ENSDART00000144296,
ENSDARG00000042477,ENSDART00000125232,FBgn0015239
ENSDARG00000012860,ENSDART00000162470,
ENSDARG00000019144,ENSDART00000004420,FBgn0016701
ENSDARG00000008548,ENSDART00000142804,
ENSDARG00000013025,ENSDART00000138470,FBgn0261383
ENSDARG00000005576,ENSDART00000080404,
ENSDARG00000041040,ENSDART00000060134,FBgn0034270
ENSDARG00000061915,ENSDART00000088881,FBgn0033539
ENSDARG00000056252,ENSDART00000134190,
ENSDARG00000055753,ENSDART00000078152,FBgn0263755
ENSDARG00000004930,ENSDART00000009920,FBgn0263346
ENSDARG00000092123,ENSDART00000147912,
ENSDARG00000023445,ENSDART00000092725,FBgn0259214
ENSDARG00000061741,ENSDART00000088133,FBgn0010051
ENSDARG00000103787,ENSDART00000163788,FBgn0250786
ENSDARG00000071014,ENSDART00000134271,
ENSDARG00000056940,ENSDART00000079524,
ENSDARG00000059461,ENSDART00000141699,FBgn0263144
ENSDARG00000059461,ENSDART00000141699,FBgn0037368
ENSDARG00000012519,ENSDART00000132536,FBgn0039904
ENSDARG00000062021,ENSDART00000089161,
ENSDARG00000060366,ENSDART00000084917,FBgn0032689
ENSDARG00000022261,ENSDART00000129117,FBgn0010620
ENSDARG00000016570,ENSDART00000039549,
ENSDARG00000054848,ENSDART00000171532,FBgn0017558
ENSDARG00000012789,ENSDART00000026280,
ENSDARG00000079847,ENSDART00000109488,
ENSDARG00000077940,ENSDART00000110590,
ENSDARG00000074697,ENSDART00000111666,FBgn0265182
ENSDARG00000030087,ENSDART00000045036,FBgn0000250
ENSDARG00000077903,ENSDART00000110293,
ENSDARG00000055389,ENSDART00000130549,
ENSDARG00000079584,ENSDART00000110671,
ENSDARG00000054619,ENSDART00000076845,
ENSDARG00000070394,ENSDART00000103240,
ENSDARG00000060813,ENSDART00000171128,FBgn0085412
ENSDARG00000074677,ENSDART00000142154,
ENSDARG00000101043,ENSDART00000157729,FBgn0013733
ENSDARG00000025859,ENSDART00000030738,
ENSDARG00000043970,ENSDART00000126427,FBgn0027794
ENSDARG00000043970,ENSDART00000126427,FBgn0032679
ENSDARG00000011948,ENSDART00000008302,FBgn0013984
ENSDARG00000058868,ENSDART00000158897,FBgn0026598
ENSDARG00000058868,ENSDART00000158897,FBgn0015589
ENSDARG00000011862,ENSDART00000027213,
ENSDARG00000075765,ENSDART00000132941,FBgn0050010
ENSDARG00000025855,ENSDART00000036997,
ENSDARG00000013763,ENSDART00000133073,
ENSDARG00000061525,ENSDART00000142745,FBgn0035001
ENSDARG00000040245,ENSDART00000058876,FBgn0087013
ENSDARG00000089885,ENSDART00000138174,FBgn0033657
ENSDARG00000089885,ENSDART00000138174,FBgn0033028
ENSDARG00000019060,ENSDART00000133478,FBgn0038065
ENSDARG00000076889,ENSDART00000112469,FBgn0039466
ENSDARG00000100969,ENSDART00000164596,
ENSDARG00000040001,ENSDART00000132248,FBgn0016081
ENSDARG00000033889,ENSDART00000073527,FBgn0027574
ENSDARG00000001129,ENSDART00000045881,FBgn0034246
ENSDARG00000023181,ENSDART00000034790,
ENSDARG00000094833,ENSDART00000146609,FBgn0040751
ENSDARG00000043856,ENSDART00000135919,FBgn0019932
ENSDARG00000087921,ENSDART00000124097,
ENSDARG00000078624,ENSDART00000146113,
ENSDARG00000018460,ENSDART00000122626,FBgn0265487
ENSDARG00000042544,ENSDART00000127996,FBgn0001941
ENSDARG00000044943,ENSDART00000147670,FBgn0261243
ENSDARG00000087093,ENSDART00000151625,FBgn0052280
ENSDARG00000087093,ENSDART00000151625,FBgn0034870
ENSDARG00000014962,ENSDART00000132740,FBgn0011826
ENSDARG00000014962,ENSDART00000132740,FBgn0030758
ENSDARG00000014962,ENSDART00000132740,FBgn0010015
ENSDARG00000007219,ENSDART00000100217,FBgn0000667
ENSDARG00000077075,ENSDART00000134125,
ENSDARG00000101034,ENSDART00000169639,
ENSDARG00000037528,ENSDART00000054652,
ENSDARG00000005643,ENSDART00000007398,FBgn0036208
ENSDARG00000069425,ENSDART00000101044,FBgn0032429
ENSDARG00000101471,ENSDART00000168386,
ENSDARG00000030058,ENSDART00000018603,
ENSDARG00000101199,ENSDART00000168759,
ENSDARG00000057328,ENSDART00000101601,FBgn0011837
ENSDARG00000052910,ENSDART00000144301,
ENSDARG00000044059,ENSDART00000064678,
ENSDARG00000053499,ENSDART00000055936,FBgn0003896
ENSDARG00000057096,ENSDART00000079692,FBgn0005590
ENSDARG00000102470,ENSDART00000170376,FBgn0050021
ENSDARG00000103498,ENSDART00000171617,
ENSDARG00000025465,ENSDART00000032141,FBgn0020269
ENSDARG00000002787,ENSDART00000100633,FBgn0001139
ENSDARG00000055527,ENSDART00000077840,
ENSDARG00000053449,ENSDART00000128786,
ENSDARG00000020164,ENSDART00000026011,FBgn0040324
ENSDARG00000037746,ENSDART00000054987,FBgn0000042
ENSDARG00000037746,ENSDART00000054987,FBgn0000046
ENSDARG00000037746,ENSDART00000054987,FBgn0000045
ENSDARG00000037746,ENSDART00000054987,FBgn0000047
ENSDARG00000037746,ENSDART00000054987,FBgn0000043
ENSDARG00000037746,ENSDART00000054987,FBgn0000044
ENSDARG00000026599,ENSDART00000031700,FBgn0000577
ENSDARG00000026599,ENSDART00000031700,FBgn0001269
ENSDARG00000031420,ENSDART00000031499,FBgn0013469
ENSDARG00000017369,ENSDART00000101192,
ENSDARG00000052997,ENSDART00000056252,
ENSDARG00000006120,ENSDART00000122101,FBgn0000179
ENSDARG00000043317,ENSDART00000011135,FBgn0032006
ENSDARG00000042210,ENSDART00000061886,
ENSDARG00000068567,ENSDART00000149395,FBgn0004644
ENSDARG00000058961,ENSDART00000169978,
ENSDARG00000008796,ENSDART00000145336,
ENSDARG00000014722,ENSDART00000016307,
ENSDARG00000018693,ENSDART00000024627,
ENSDARG00000002193,ENSDART00000027000,FBgn0002940
ENSDARG00000002193,ENSDART00000027000,FBgn0003250
ENSDARG00000002193,ENSDART00000027000,FBgn0003249
ENSDARG00000002193,ENSDART00000027000,FBgn0036260
ENSDARG00000002193,ENSDART00000027000,FBgn0003248
ENSDARG00000002193,ENSDART00000027000,FBgn0019940
ENSDARG00000002193,ENSDART00000027000,FBgn0014019
ENSDARG00000058815,ENSDART00000081760,FBgn0004644
ENSDARG00000092947,ENSDART00000004812,
ENSDARG00000029263,ENSDART00000078466,FBgn0004053
ENSDARG00000013533,ENSDART00000012470,FBgn0000439
ENSDARG00000070343,ENSDART00000130090,FBgn0001077
ENSDARG00000012076,ENSDART00000012050,
ENSDARG00000070340,ENSDART00000103134,
ENSDARG00000007009,ENSDART00000006043,FBgn0000015
ENSDARG00000058371,ENSDART00000129044,
ENSDARG00000020759,ENSDART00000002965,FBgn0000567
ENSDARG00000101576,ENSDART00000164594,FBgn0011723
ENSDARG00000070787,ENSDART00000003891,
ENSDARG00000030756,ENSDART00000021977,
ENSDARG00000014259,ENSDART00000136443,FBgn0000320
ENSDARG00000038867,ENSDART00000056747,FBgn0004644
ENSDARG00000030703,ENSDART00000006538,
ENSDARG00000052893,ENSDART00000074833,
ENSDARG00000087359,ENSDART00000127714,FBgn0267488
ENSDARG00000094992,ENSDART00000064083,
ENSDARG00000011235,ENSDART00000008816,FBgn0004102
ENSDARG00000041660,ENSDART00000103803,FBgn0036789
ENSDARG00000041660,ENSDART00000103803,FBgn0036790
ENSDARG00000021833,ENSDART00000105762,FBgn0003513
ENSDARG00000053666,ENSDART00000075726,FBgn0002914
ENSDARG00000039701,ENSDART00000058036,FBgn0008646
ENSDARG00000039701,ENSDART00000058036,FBgn0000576
ENSDARG00000003399,ENSDART00000025583,
ENSDARG00000087094,ENSDART00000125254,FBgn0000659
ENSDARG00000053650,ENSDART00000075721,FBgn0004897
ENSDARG00000053650,ENSDART00000075721,FBgn0004898
ENSDARG00000031664,ENSDART00000049339,FBgn0000411
ENSDARG00000101717,ENSDART00000167433,FBgn0005613
ENSDARG00000101540,ENSDART00000168474,
ENSDARG00000017174,ENSDART00000008469,
ENSDARG00000012788,ENSDART00000010813,FBgn0000659
ENSDARG00000011956,ENSDART00000007073,FBgn0000157
ENSDARG00000031756,ENSDART00000148106,FBgn0011656
ENSDARG00000042296,ENSDART00000113388,
ENSDARG00000010137,ENSDART00000015773,FBgn0013764
ENSDARG00000040237,ENSDART00000159814,FBgn0011656
ENSDARG00000086352,ENSDART00000099360,
ENSDARG00000041051,ENSDART00000060150,
ENSDARG00000019995,ENSDART00000075150,FBgn0000490
ENSDARG00000013409,ENSDART00000019364,FBgn0000490
ENSDARG00000033144,ENSDART00000049167,FBgn0029133
ENSDARG00000017803,ENSDART00000018228,FBgn0046332
ENSDARG00000017803,ENSDART00000018228,FBgn0003371
ENSDARG00000058011,ENSDART00000080810,FBgn0023489
ENSDARG00000000656,ENSDART00000000698,FBgn0010590
ENSDARG00000073872,ENSDART00000114464,FBgn0086674
ENSDARG00000039095,ENSDART00000057094,
ENSDARG00000005356,ENSDART00000140391,
ENSDARG00000058117,ENSDART00000080927,FBgn0011288
ENSDARG00000058117,ENSDART00000080927,FBgn0266720
ENSDARG00000103554,ENSDART00000160208,FBgn0004647
ENSDARG00000002779,ENSDART00000014696,
ENSDARG00000006266,ENSDART00000005720,FBgn0016917
ENSDARG00000068701,ENSDART00000099462,
ENSDARG00000008165,ENSDART00000034544,FBgn0026404
ENSDARG00000008165,ENSDART00000034544,FBgn0020381
ENSDARG00000017624,ENSDART00000012644,
ENSDARG00000010029,ENSDART00000016983,FBgn0033710
ENSDARG00000010029,ENSDART00000016983,FBgn0050046
ENSDARG00000010029,ENSDART00000016983,FBgn0050203
ENSDARG00000010029,ENSDART00000016983,FBgn0026721
ENSDARG00000023694,ENSDART00000031828,FBgn0033710
ENSDARG00000023694,ENSDART00000031828,FBgn0050046
ENSDARG00000023694,ENSDART00000031828,FBgn0050203
ENSDARG00000023694,ENSDART00000031828,FBgn0026721
ENSDARG00000033551,ENSDART00000043117,
ENSDARG00000000503,ENSDART00000081951,FBgn0013343
ENSDARG00000103589,ENSDART00000161689,FBgn0003117
ENSDARG00000014840,ENSDART00000020671,
ENSDARG00000018840,ENSDART00000019450,
ENSDARG00000041381,ENSDART00000099849,FBgn0023094
ENSDARG00000010519,ENSDART00000024304,FBgn0003068
ENSDARG00000104107,ENSDART00000164006,
ENSDARG00000012389,ENSDART00000146708,
ENSDARG00000002758,ENSDART00000065467,
ENSDARG00000087646,ENSDART00000130697,FBgn0083981
ENSDARG00000087646,ENSDART00000130697,FBgn0259162
ENSDARG00000087646,ENSDART00000130697,FBgn0002576
ENSDARG00000087646,ENSDART00000130697,FBgn0003300
ENSDARG00000004782,ENSDART00000125883,FBgn0010389
ENSDARG00000004782,ENSDART00000125883,FBgn0005592
ENSDARG00000017917,ENSDART00000017849,
ENSDARG00000010477,ENSDART00000021417,
ENSDARG00000056627,ENSDART00000125923,
ENSDARG00000017874,ENSDART00000026098,FBgn0037718
ENSDARG00000105230,ENSDART00000158898,
ENSDARG00000070677,ENSDART00000169402,FBgn0031375
ENSDARG00000014047,ENSDART00000006173,
ENSDARG00000003293,ENSDART00000005676,FBgn0024288
ENSDARG00000043923,ENSDART00000064500,FBgn0024288
ENSDARG00000013144,ENSDART00000006386,FBgn0015777
ENSDARG00000013144,ENSDART00000006386,FBgn0015776
ENSDARG00000013144,ENSDART00000006386,FBgn0032946
ENSDARG00000028386,ENSDART00000035558,
ENSDARG00000018259,ENSDART00000104950,FBgn0266433
ENSDARG00000007739,ENSDART00000006449,FBgn0266433
ENSDARG00000001870,ENSDART00000048828,FBgn0266433
ENSDARG00000039828,ENSDART00000058256,
ENSDARG00000039434,ENSDART00000057611,FBgn0036789
ENSDARG00000039434,ENSDART00000057611,FBgn0036790
ENSDARG00000004695,ENSDART00000135381,FBgn0027364
ENSDARG00000056683,ENSDART00000079210,FBgn0013762
ENSDARG00000099184,ENSDART00000171268,FBgn0261524
ENSDARG00000104068,ENSDART00000159326,
ENSDARG00000004598,ENSDART00000017810,
ENSDARG00000041005,ENSDART00000060087,
ENSDARG00000094235,ENSDART00000122808,
ENSDARG00000015955,ENSDART00000002341,
ENSDARG00000043133,ENSDART00000146094,
ENSDARG00000054616,ENSDART00000076850,
ENSDARG00000058004,ENSDART00000080805,
ENSDARG00000055381,ENSDART00000077732,
ENSDARG00000011583,ENSDART00000128609,FBgn0016054
ENSDARG00000027620,ENSDART00000002221,FBgn0002937
ENSDARG00000007723,ENSDART00000011399,FBgn0040324
ENSDARG00000042277,ENSDART00000062003,FBgn0040324
ENSDARG00000040008,ENSDART00000058530,
ENSDARG00000020794,ENSDART00000018150,
ENSDARG00000044365,ENSDART00000163607,
ENSDARG00000034862,ENSDART00000013209,
ENSDARG00000102750,ENSDART00000172179,
ENSDARG00000034424,ENSDART00000097822,FBgn0015777
ENSDARG00000034424,ENSDART00000097822,FBgn0015776
ENSDARG00000034424,ENSDART00000097822,FBgn0032946
ENSDARG00000037833,ENSDART00000010248,FBgn0263112
ENSDARG00000098903,ENSDART00000171325,FBgn0263112
ENSDARG00000098295,ENSDART00000161087,
ENSDARG00000040432,ENSDART00000059188,
ENSDARG00000013168,ENSDART00000019323,FBgn0004197
ENSDARG00000025504,ENSDART00000126196,FBgn0085386
ENSDARG00000056438,ENSDART00000078936,FBgn0010109
ENSDARG00000056438,ENSDART00000078936,FBgn0001168
ENSDARG00000056438,ENSDART00000078936,FBgn0032741
ENSDARG00000025372,ENSDART00000037557,
ENSDARG00000017905,ENSDART00000005593,FBgn0010501
ENSDARG00000017905,ENSDART00000005593,FBgn0028381
ENSDARG00000017905,ENSDART00000005593,FBgn0019972
ENSDARG00000068255,ENSDART00000098615,FBgn0002962
ENSDARG00000006615,ENSDART00000144138,
ENSDARG00000042725,ENSDART00000062702,
ENSDARG00000008398,ENSDART00000028856,FBgn0001991
ENSDARG00000012987,ENSDART00000022437,FBgn0003074
ENSDARG00000103826,ENSDART00000166345,FBgn0003074
ENSDARG00000044356,ENSDART00000130799,
ENSDARG00000004015,ENSDART00000164397,
ENSDARG00000011989,ENSDART00000037879,FBgn0004102
ENSDARG00000004111,ENSDART00000087844,
ENSDARG00000038439,ENSDART00000056095,
ENSDARG00000002933,ENSDART00000015333,FBgn0015561
ENSDARG00000054823,ENSDART00000077087,FBgn0000575
ENSDARG00000013415,ENSDART00000024919,FBgn0002525
ENSDARG00000013415,ENSDART00000024919,FBgn0010397
ENSDARG00000006052,ENSDART00000008424,
ENSDARG00000009922,ENSDART00000017173,
ENSDARG00000004539,ENSDART00000006870,
ENSDARG00000102896,ENSDART00000171922,FBgn0038948
ENSDARG00000077641,ENSDART00000057305,FBgn0031850
ENSDARG00000009864,ENSDART00000005168,FBgn0037561
ENSDARG00000092553,ENSDART00000105726,FBgn0003360
ENSDARG00000038882,ENSDART00000130413,FBgn0015391
ENSDARG00000098312,ENSDART00000162459,FBgn0025697
ENSDARG00000098312,ENSDART00000162459,FBgn0051741
ENSDARG00000098312,ENSDART00000162459,FBgn0035815
ENSDARG00000098312,ENSDART00000162459,FBgn0031970
ENSDARG00000098312,ENSDART00000162459,FBgn0031969
ENSDARG00000098312,ENSDART00000162459,FBgn0015924
ENSDARG00000098312,ENSDART00000162459,FBgn0002939
ENSDARG00000016153,ENSDART00000004504,FBgn0034072
ENSDARG00000059279,ENSDART00000082349,FBgn0261953
ENSDARG00000028721,ENSDART00000132768,FBgn0267339
ENSDARG00000028721,ENSDART00000132768,FBgn0024846
ENSDARG00000028721,ENSDART00000132768,FBgn0015765
ENSDARG00000035136,ENSDART00000137110,
ENSDARG00000025436,ENSDART00000131758,
ENSDARG00000058115,ENSDART00000080916,FBgn0010389
ENSDARG00000058115,ENSDART00000080916,FBgn0005592
ENSDARG00000029432,ENSDART00000067159,FBgn0035187
ENSDARG00000018404,ENSDART00000127667,
ENSDARG00000003701,ENSDART00000015547,
ENSDARG00000032242,ENSDART00000044154,
ENSDARG00000099776,ENSDART00000170216,FBgn0001145
ENSDARG00000099776,ENSDART00000170216,FBgn0001142
ENSDARG00000077226,ENSDART00000134514,FBgn0000212
ENSDARG00000026726,ENSDART00000031665,FBgn0000084
ENSDARG00000100095,ENSDART00000170560,FBgn0000084
ENSDARG00000003216,ENSDART00000011967,FBgn0000084
ENSDARG00000036456,ENSDART00000141657,FBgn0000084
ENSDARG00000077383,ENSDART00000101775,FBgn0000084
ENSDARG00000002632,ENSDART00000149089,FBgn0000084
ENSDARG00000045926,ENSDART00000067510,FBgn0037913
ENSDARG00000104541,ENSDART00000171080,FBgn0036486
ENSDARG00000006766,ENSDART00000040405,FBgn0035121
ENSDARG00000100003,ENSDART00000166921,FBgn0001145
ENSDARG00000100003,ENSDART00000166921,FBgn0001142
ENSDARG00000010097,ENSDART00000017179,
ENSDARG00000037677,ENSDART00000054877,
ENSDARG00000027552,ENSDART00000030213,FBgn0003256
ENSDARG00000037790,ENSDART00000055064,
ENSDARG00000053684,ENSDART00000075744,FBgn0039425
ENSDARG00000053684,ENSDART00000075744,FBgn0000064
ENSDARG00000011665,ENSDART00000020741,FBgn0039425
ENSDARG00000011665,ENSDART00000020741,FBgn0000064
ENSDARG00000039142,ENSDART00000057174,FBgn0031437
ENSDARG00000030758,ENSDART00000043226,FBgn0036926
ENSDARG00000008363,ENSDART00000149520,
ENSDARG00000015164,ENSDART00000016422,FBgn0017581
ENSDARG00000069843,ENSDART00000101977,FBgn0038839
ENSDARG00000104290,ENSDART00000158705,
ENSDARG00000008388,ENSDART00000044264,FBgn0035049
ENSDARG00000015474,ENSDART00000009356,FBgn0027492
ENSDARG00000089936,ENSDART00000145285,FBgn0040650
ENSDARG00000013847,ENSDART00000136906,FBgn0003731
ENSDARG00000003193,ENSDART00000025451,FBgn0261986
ENSDARG00000044528,ENSDART00000047896,FBgn0265575
ENSDARG00000044528,ENSDART00000047896,FBgn0028491
ENSDARG00000006019,ENSDART00000005021,FBgn0037607
ENSDARG00000006019,ENSDART00000005021,FBgn0036784
ENSDARG00000019881,ENSDART00000166650,FBgn0261822
ENSDARG00000102147,ENSDART00000168496,FBgn0038286
ENSDARG00000003570,ENSDART00000004879,FBgn0039562
ENSDARG00000058467,ENSDART00000081326,FBgn0031492
ENSDARG00000032619,ENSDART00000049240,FBgn0028397
ENSDARG00000026865,ENSDART00000114024,
ENSDARG00000006477,ENSDART00000017859,FBgn0030753
ENSDARG00000098627,ENSDART00000159948,FBgn0020443
ENSDARG00000020289,ENSDART00000006549,FBgn0031540
ENSDARG00000035694,ENSDART00000105174,
ENSDARG00000018165,ENSDART00000049676,
ENSDARG00000007294,ENSDART00000149180,FBgn0010100
ENSDARG00000007294,ENSDART00000149180,FBgn0037862
ENSDARG00000016357,ENSDART00000034011,
ENSDARG00000020235,ENSDART00000129313,
ENSDARG00000033170,ENSDART00000048632,FBgn0037665
ENSDARG00000029305,ENSDART00000042006,FBgn0052082
ENSDARG00000004311,ENSDART00000021396,
ENSDARG00000014488,ENSDART00000038364,FBgn0027844
ENSDARG00000018814,ENSDART00000009698,FBgn0023441
ENSDARG00000070047,ENSDART00000102483,FBgn0028743
ENSDARG00000070472,ENSDART00000103467,FBgn0013749
ENSDARG00000013095,ENSDART00000017148,FBgn0040319
ENSDARG00000031100,ENSDART00000061659,
ENSDARG00000045638,ENSDART00000047007,FBgn0036816
ENSDARG00000045638,ENSDART00000047007,FBgn0032314
ENSDARG00000045638,ENSDART00000047007,FBgn0064119
ENSDARG00000045638,ENSDART00000047007,FBgn0260466
ENSDARG00000010400,ENSDART00000099738,FBgn0030699
ENSDARG00000002445,ENSDART00000017445,FBgn0035625
ENSDARG00000035650,ENSDART00000051697,FBgn0000578
ENSDARG00000076799,ENSDART00000108609,FBgn0014380
ENSDARG00000044776,ENSDART00000065819,FBgn0030529
ENSDARG00000009677,ENSDART00000024906,
ENSDARG00000033768,ENSDART00000046274,FBgn0032204
ENSDARG00000033597,ENSDART00000152705,FBgn0027885
ENSDARG00000029544,ENSDART00000048759,FBgn0000575
ENSDARG00000036102,ENSDART00000104035,FBgn0036556
ENSDARG00000057234,ENSDART00000079842,
ENSDARG00000012378,ENSDART00000098707,FBgn0034982
ENSDARG00000027109,ENSDART00000074789,FBgn0263603
ENSDARG00000058597,ENSDART00000149260,FBgn0034988
ENSDARG00000059337,ENSDART00000082434,FBgn0033748
ENSDARG00000059337,ENSDART00000082434,FBgn0033749
ENSDARG00000012688,ENSDART00000132874,FBgn0035423
ENSDARG00000003681,ENSDART00000019476,FBgn0030719
ENSDARG00000103364,ENSDART00000159445,FBgn0261955
ENSDARG00000017490,ENSDART00000143952,
ENSDARG00000039269,ENSDART00000057377,FBgn0023535
ENSDARG00000011521,ENSDART00000005345,FBgn0037513
ENSDARG00000069090,ENSDART00000100254,FBgn0028665
ENSDARG00000069090,ENSDART00000100254,FBgn0039058
ENSDARG00000004726,ENSDART00000054809,FBgn0035416
ENSDARG00000002365,ENSDART00000011076,FBgn0040918
ENSDARG00000007693,ENSDART00000016597,FBgn0000250
ENSDARG00000026875,ENSDART00000036741,FBgn0028480
ENSDARG00000005210,ENSDART00000011645,
ENSDARG00000007098,ENSDART00000028008,FBgn0031285
ENSDARG00000027046,ENSDART00000033817,FBgn0027507
ENSDARG00000012577,ENSDART00000078896,FBgn0030812
ENSDARG00000040874,ENSDART00000040538,
ENSDARG00000038576,ENSDART00000035762,
ENSDARG00000013979,ENSDART00000006373,FBgn0052177
ENSDARG00000011312,ENSDART00000008698,FBgn0261456
ENSDARG00000036778,ENSDART00000053401,FBgn0042712
ENSDARG00000026723,ENSDART00000154503,FBgn0038826
ENSDARG00000102394,ENSDART00000170714,FBgn0030089
ENSDARG00000008623,ENSDART00000018752,FBgn0027055
ENSDARG00000009754,ENSDART00000128309,
ENSDARG00000036637,ENSDART00000053221,
ENSDARG00000075536,ENSDART00000087652,
ENSDARG00000056218,ENSDART00000051234,FBgn0010909
ENSDARG00000043180,ENSDART00000133143,FBgn0034825
ENSDARG00000043180,ENSDART00000133143,FBgn0263048
ENSDARG00000043180,ENSDART00000133143,FBgn0001128
ENSDARG00000000568,ENSDART00000100642,FBgn0014037
ENSDARG00000104149,ENSDART00000164376,FBgn0037647
ENSDARG00000019113,ENSDART00000009081,FBgn0259482
ENSDARG00000003017,ENSDART00000008490,FBgn0004436
ENSDARG00000032129,ENSDART00000111878,FBgn0010282
ENSDARG00000012140,ENSDART00000004899,FBgn0040394
ENSDARG00000016318,ENSDART00000015670,FBgn0051390
ENSDARG00000022983,ENSDART00000034638,FBgn0031395
ENSDARG00000054906,ENSDART00000077189,
ENSDARG00000011841,ENSDART00000012888,FBgn0031941
ENSDARG00000011841,ENSDART00000012888,FBgn0010612
ENSDARG00000024116,ENSDART00000031727,
ENSDARG00000032373,ENSDART00000047515,
ENSDARG00000041394,ENSDART00000142244,FBgn0263106
ENSDARG00000041394,ENSDART00000142244,FBgn0037151
ENSDARG00000041394,ENSDART00000142244,FBgn0031322
ENSDARG00000101413,ENSDART00000170778,FBgn0036844
ENSDARG00000019360,ENSDART00000011865,FBgn0262125
ENSDARG00000014161,ENSDART00000015780,FBgn0002707
ENSDARG00000057491,ENSDART00000080174,FBgn0038769
ENSDARG00000006395,ENSDART00000114407,FBgn0028474
ENSDARG00000021584,ENSDART00000098639,FBgn0037240
ENSDARG00000100487,ENSDART00000165935,FBgn0039348
ENSDARG00000087375,ENSDART00000129312,
ENSDARG00000069615,ENSDART00000101449,FBgn0035957
ENSDARG00000069615,ENSDART00000101449,FBgn0000116
ENSDARG00000069615,ENSDART00000101449,FBgn0038373
ENSDARG00000069615,ENSDART00000101449,FBgn0050274
ENSDARG00000025953,ENSDART00000038415,
ENSDARG00000099612,ENSDART00000162867,
ENSDARG00000019842,ENSDART00000027316,FBgn0033029
ENSDARG00000017294,ENSDART00000154429,
ENSDARG00000020334,ENSDART00000081599,FBgn0000382
ENSDARG00000100971,ENSDART00000170543,
ENSDARG00000018989,ENSDART00000002469,FBgn0026418
ENSDARG00000099974,ENSDART00000170415,
ENSDARG00000015292,ENSDART00000005893,FBgn0267383
ENSDARG00000015292,ENSDART00000005893,FBgn0058045
ENSDARG00000040158,ENSDART00000058737,
ENSDARG00000069279,ENSDART00000133514,FBgn0037764
ENSDARG00000069279,ENSDART00000133514,FBgn0037761
ENSDARG00000069279,ENSDART00000133514,FBgn0038983
ENSDARG00000069279,ENSDART00000133514,FBgn0051141
ENSDARG00000069279,ENSDART00000133514,FBgn0039030
ENSDARG00000069279,ENSDART00000133514,FBgn0037763
ENSDARG00000069279,ENSDART00000133514,FBgn0034382
ENSDARG00000069279,ENSDART00000133514,FBgn0037534
ENSDARG00000069279,ENSDART00000133514,FBgn0051523
ENSDARG00000069279,ENSDART00000133514,FBgn0050008
ENSDARG00000069279,ENSDART00000133514,FBgn0053110
ENSDARG00000069279,ENSDART00000133514,FBgn0037762
ENSDARG00000069279,ENSDART00000133514,FBgn0034383
ENSDARG00000069279,ENSDART00000133514,FBgn0051522
ENSDARG00000069279,ENSDART00000133514,FBgn0037765
ENSDARG00000069279,ENSDART00000133514,FBgn0260942
ENSDARG00000069279,ENSDART00000133514,FBgn0038986
ENSDARG00000039272,ENSDART00000131955,FBgn0024238
ENSDARG00000019345,ENSDART00000013525,FBgn0026064
ENSDARG00000019345,ENSDART00000013525,FBgn0026063
ENSDARG00000019345,ENSDART00000013525,FBgn0260934
ENSDARG00000024381,ENSDART00000037515,FBgn0020272
ENSDARG00000044090,ENSDART00000082193,FBgn0034175
ENSDARG00000044090,ENSDART00000082193,FBgn0036153
ENSDARG00000044090,ENSDART00000082193,FBgn0034176
ENSDARG00000044090,ENSDART00000082193,FBgn0050462
ENSDARG00000020872,ENSDART00000017805,FBgn0030505
ENSDARG00000037393,ENSDART00000054411,
ENSDARG00000099742,ENSDART00000161063,FBgn0086451
ENSDARG00000024219,ENSDART00000031425,
ENSDARG00000005355,ENSDART00000158040,FBgn0033936
ENSDARG00000017010,ENSDART00000165406,FBgn0040285
ENSDARG00000016350,ENSDART00000006344,FBgn0261458
ENSDARG00000039125,ENSDART00000029824,FBgn0263395
ENSDARG00000041570,ENSDART00000060944,FBgn0036462
ENSDARG00000028321,ENSDART00000030133,
ENSDARG00000002830,ENSDART00000046384,FBgn0036838
ENSDARG00000100252,ENSDART00000163198,FBgn0011570
ENSDARG00000014556,ENSDART00000010658,FBgn0028987
ENSDARG00000014556,ENSDART00000010658,FBgn0033113
ENSDARG00000014556,ENSDART00000010658,FBgn0028988
ENSDARG00000014556,ENSDART00000010658,FBgn0028983
ENSDARG00000014556,ENSDART00000010658,FBgn0028986
ENSDARG00000014556,ENSDART00000010658,FBgn0024293
ENSDARG00000014556,ENSDART00000010658,FBgn0002930
ENSDARG00000014556,ENSDART00000010658,FBgn0024294
ENSDARG00000014556,ENSDART00000010658,FBgn0083141
ENSDARG00000014556,ENSDART00000010658,FBgn0265137
ENSDARG00000014556,ENSDART00000010658,FBgn0033112
ENSDARG00000014556,ENSDART00000010658,FBgn0033574
ENSDARG00000014556,ENSDART00000010658,FBgn0033115
ENSDARG00000014556,ENSDART00000010658,FBgn0051902
ENSDARG00000014556,ENSDART00000010658,FBgn0053121
ENSDARG00000009771,ENSDART00000016219,FBgn0035951
ENSDARG00000021366,ENSDART00000003926,FBgn0032820
ENSDARG00000025428,ENSDART00000033716,FBgn0033266
ENSDARG00000042391,ENSDART00000062156,
ENSDARG00000002644,ENSDART00000016586,FBgn0028743
ENSDARG00000103849,ENSDART00000168926,FBgn0262782
