WBID,length
WBGene00011500,981
WBGene00001155,1128
WBGene00001155,1167
WBGene00011501,1016
WBGene00011501,837
WBGene00011501,823
WBGene00011502,2545
WBGene00011502,2538
WBGene00011502,1873
WBGene00011502,1866
WBGene00011503,2157
WBGene00011503,2151
WBGene00011507,4400
WBGene00000151,1279
WBGene00011508,623
WBGene00011509,1578
WBGene00011509,1554
WBGene00006734,3202
WBGene00006734,3205
WBGene00006734,3199
WBGene00011510,1610
WBGene00011510,1607
WBGene00011510,1944
WBGene00011510,1637
WBGene00011511,2626
WBGene00011511,2397
WBGene00011512,1134
WBGene00020264,1035
WBGene00020273,1514
WBGene00020274,1147
WBGene00020274,1094
WBGene00020275,542
WBGene00020275,595
WBGene00020275,621
WBGene00000110,1583
WBGene00000110,1596
WBGene00000110,1910
WBGene00000110,1923
WBGene00000110,1669
WBGene00000110,1682
WBGene00001513,1986
WBGene00020276,1352
WBGene00020276,1311
WBGene00020276,1327
WBGene00020265,1303
WBGene00020266,3459
WBGene00020267,968
WBGene00020268,1033
WBGene00020268,1070
WBGene00020269,1883
WBGene00020269,1980
WBGene00020269,2114
WBGene00020270,1536
WBGene00020277,1468
WBGene00005604,1023
WBGene00020279,570
WBGene00020280,1563
WBGene00044518,419
WBGene00219547,189
WBGene00235300,378
WBGene00020284,3002
WBGene00020284,508
WBGene00020284,2262
WBGene00020285,153
WBGene00020286,553
WBGene00020286,495
WBGene00020286,327
WBGene00020287,974
WBGene00020287,690
WBGene00020281,1882
WBGene00020281,1963
WBGene00020282,613
WBGene00020283,1663
WBGene00020283,1523
WBGene00020288,990
WBGene00020289,1787
WBGene00001453,675
WBGene00002208,1319
WBGene00006124,1044
WBGene00011517,1557
WBGene00011518,966
WBGene00011519,339
WBGene00011520,1297
WBGene00011520,1282
WBGene00011521,777
WBGene00006122,1041
WBGene00006121,1041
WBGene00011513,1360
WBGene00003692,1370
WBGene00003674,1371
WBGene00011515,1642
WBGene00011515,1726
WBGene00011516,276
WBGene00011531,1138
WBGene00011531,1589
WBGene00011532,1774
WBGene00077558,319
WBGene00020290,1559
WBGene00020290,1632
WBGene00020290,1540
WBGene00020290,1552
WBGene00020291,587
WBGene00020292,2232
WBGene00020293,2055
WBGene00206385,403
WBGene00011530,4626
WBGene00011522,11435
WBGene00011522,11420
WBGene00011522,10490
WBGene00011523,2121
WBGene00011524,1544
WBGene00011526,1345
WBGene00011527,1141
WBGene00011527,1204
WBGene00011528,585
WBGene00004465,1327
WBGene00004465,1500
WBGene00011529,1118
WBGene00011529,1429
WBGene00001830,4135
WBGene00011537,660
WBGene00004146,1434
WBGene00044011,797
WBGene00044011,798
WBGene00077691,769
WBGene00235328,184
WBGene00235328,185
WBGene00000226,7715
WBGene00000226,7712
WBGene00000226,3293
WBGene00000720,935
WBGene00011533,877
WBGene00000719,938
WBGene00011534,1107
WBGene00011535,645
WBGene00011536,676
WBGene00011538,1398
WBGene00011540,814
WBGene00011541,840
WBGene00011542,1335
WBGene00044759,786
WBGene00000868,1447
WBGene00000868,1456
WBGene00000868,1453
WBGene00005931,819
WBGene00005519,1032
WBGene00011539,1877
WBGene00005463,990
WBGene00005464,1005
WBGene00005470,1002
WBGene00005471,1005
WBGene00011543,1071
WBGene00011543,1035
WBGene00011543,1071
WBGene00011544,210
WBGene00020294,1244
WBGene00020294,555
WBGene00000531,3153
WBGene00000531,3299
WBGene00044566,381
WBGene00005049,1023
WBGene00011551,405
WBGene00005050,1020
WBGene00011545,1739
WBGene00011545,1655
WBGene00011546,1084
WBGene00011547,749
WBGene00011547,93
WBGene00011548,804
WBGene00011548,776
WBGene00005835,1110
WBGene00006889,836
WBGene00006792,2333
WBGene00006792,2199
WBGene00011552,231
WBGene00003384,1421
WBGene00011553,468
WBGene00011554,1156
WBGene00006785,1233
WBGene00011556,1724
WBGene00011557,645
WBGene00011558,176
WBGene00006802,658
WBGene00006802,670
WBGene00006802,656
WBGene00045475,1263
WBGene00020298,1908
WBGene00004493,468
WBGene00004493,445
WBGene00020299,555
WBGene00020299,458
WBGene00020300,495
WBGene00020300,560
WBGene00044789,963
WBGene00045249,327
WBGene00020295,591
WBGene00001338,1519
WBGene00002187,1578
WBGene00001332,1567
WBGene00001332,1896
WBGene00001332,1304
WBGene00001332,1633
WBGene00000913,3353
WBGene00001666,1982
WBGene00020296,1211
WBGene00020297,2277
WBGene00020297,2261
WBGene00020297,2336
WBGene00020297,2119
WBGene00020297,2178
WBGene00020297,782
WBGene00005618,975
WBGene00011574,267
WBGene00011575,990
WBGene00011576,2023
WBGene00011577,225
WBGene00044204,853
WBGene00077775,532
WBGene00011570,1083
WBGene00011571,664
WBGene00011572,1412
WBGene00011572,1877
WBGene00011573,1135
WBGene00011559,1668
WBGene00011559,1715
WBGene00011562,3170
WBGene00011563,1179
WBGene00044891,528
WBGene00006545,1096
WBGene00011560,2381
WBGene00011560,2379
WBGene00011560,2348
WBGene00011560,2346
WBGene00004986,502
WBGene00011561,611
WBGene00006546,967
WBGene00003225,741
WBGene00003225,720
WBGene00000423,1292
WBGene00003589,1984
WBGene00003589,1929
WBGene00003589,1939
WBGene00011564,763
WBGene00011564,1797
WBGene00011564,1574
WBGene00011564,934
WBGene00011565,1039
WBGene00011566,1321
WBGene00011566,1190
WBGene00011567,906
WBGene00011568,1177
WBGene00001551,1785
WBGene00001551,2109
WBGene00001551,1737
WBGene00020301,1699
WBGene00020301,1595
WBGene00020302,620
WBGene00001484,1832
WBGene00020303,633
WBGene00011581,960
WBGene00011582,1140
WBGene00011583,1204
WBGene00011584,1242
WBGene00011586,455
WBGene00020305,759
WBGene00020306,855
WBGene00020307,1402
WBGene00020308,792
WBGene00020309,1674
WBGene00000106,3247
WBGene00000106,3156
WBGene00020311,1485
WBGene00020311,1531
WBGene00020311,1538
WBGene00020311,1574
WBGene00011578,1235
WBGene00011579,1392
WBGene00011579,1592
WBGene00011579,1445
WBGene00011579,1473
WBGene00004355,4030
WBGene00011580,3446
WBGene00011580,2301
WBGene00011580,2219
WBGene00011580,2201
WBGene00011580,1873
WBGene00011580,1934
WBGene00045407,497
WBGene00020313,389
WBGene00020314,1027
WBGene00020315,1507
WBGene00020315,1556
WBGene00020316,1419
WBGene00020317,1151
WBGene00020317,804
WBGene00020317,1145
WBGene00020317,947
WBGene00011587,3337
WBGene00011587,3238
WBGene00011589,1388
WBGene00011590,1592
WBGene00011591,429
WBGene00011591,453
WBGene00011592,725
WBGene00020321,852
WBGene00020322,1206
WBGene00020323,1630
WBGene00020324,1083
WBGene00020318,2469
WBGene00020319,1239
WBGene00001597,3259
WBGene00001597,2006
WBGene00020320,1268
WBGene00011600,1902
WBGene00011601,1877
WBGene00011601,1950
WBGene00001867,1245
WBGene00001867,120
WBGene00000288,1517
WBGene00000288,935
WBGene00000288,822
WBGene00011593,1705
WBGene00011594,1891
WBGene00011595,1653
WBGene00011596,1858
WBGene00011596,705
WBGene00011596,1437
WBGene00011597,1942
WBGene00011597,1951
WBGene00011597,805
WBGene00011597,796
WBGene00006464,2196
WBGene00219321,564
WBGene00020325,943
WBGene00020326,1446
WBGene00020327,1266
WBGene00020328,1254
WBGene00020329,1078
WBGene00044429,336
WBGene00194704,292
WBGene00020330,2275
WBGene00020330,1011
WBGene00020330,960
WBGene00003394,1533
WBGene00000739,1190
WBGene00000739,1004
WBGene00000739,1032
WBGene00020331,2246
WBGene00002976,2161
WBGene00005907,861
WBGene00005950,927
WBGene00003165,6147
WBGene00003165,6101
WBGene00003165,5336
WBGene00003165,3557
WBGene00003165,6111
WBGene00003165,6065
WBGene00003165,5935
WBGene00003165,6015
WBGene00003165,6051
WBGene00003165,4885
WBGene00003165,6144
WBGene00003165,6098
WBGene00003165,3326
WBGene00003165,821
WBGene00003165,775
WBGene00005188,1515
WBGene00004229,2734
WBGene00020333,1026
WBGene00011604,6134
WBGene00011605,4407
WBGene00020334,4422
WBGene00004991,292
WBGene00020339,634
WBGene00020339,658
WBGene00004987,447
WBGene00044442,370
WBGene00020335,531
WBGene00004912,994
WBGene00004988,429
WBGene00004989,402
WBGene00004990,374
WBGene00004990,404
WBGene00020340,2142
WBGene00006589,1245
WBGene00006589,930
WBGene00006589,1326
WBGene00000111,1379
WBGene00020341,584
WBGene00020341,1117
WBGene00020342,951
WBGene00020343,2087
WBGene00004486,467
WBGene00020349,1533
WBGene00020350,576
WBGene00206356,795
WBGene00206356,615
WBGene00000633,966
WBGene00020345,822
WBGene00020346,2851
WBGene00020346,2856
WBGene00020346,3045
WBGene00020346,494
WBGene00020346,598
WBGene00020346,2828
WBGene00020346,2413
WBGene00020347,2648
WBGene00020347,2587
WBGene00020347,2613
WBGene00020348,576
WBGene00001497,1821
WBGene00001497,1643
WBGene00001497,1810
WBGene00020351,474
WBGene00006206,1017
WBGene00020353,2024
WBGene00020354,660
WBGene00006211,1064
WBGene00006214,1041
WBGene00020356,1659
WBGene00011614,1727
WBGene00011615,2449
WBGene00011616,611
WBGene00044148,918
WBGene00206466,634
WBGene00011606,504
WBGene00011609,290
WBGene00011610,978
WBGene00011611,210
WBGene00011612,1410
WBGene00011613,1167
WBGene00020357,2040
WBGene00020358,995
WBGene00020359,975
WBGene00020360,2297
WBGene00020361,1596
WBGene00020362,1081
WBGene00020363,951
WBGene00020364,1605
WBGene00011629,9867
WBGene00011629,9786
WBGene00044684,960
WBGene00011630,2142
WBGene00011631,1822
WBGene00011631,1890
WBGene00011631,1663
WBGene00011631,1890
WBGene00011631,1890
WBGene00006765,1613
WBGene00006765,1627
WBGene00020365,1197
WBGene00020366,1387
WBGene00020366,1413
WBGene00006083,1023
WBGene00005782,1068
WBGene00011620,594
WBGene00005355,981
WBGene00011621,621
WBGene00006082,1032
WBGene00005359,990
WBGene00005358,1026
WBGene00011618,915
WBGene00011619,2853
WBGene00005707,942
WBGene00011622,1160
WBGene00003474,315
WBGene00002093,291
WBGene00077573,727
WBGene00011623,549
WBGene00011624,720
WBGene00011624,377
WBGene00011625,3053
WBGene00011625,3062
WBGene00011625,3044
WBGene00011626,711
WBGene00011627,618
WBGene00011628,702
WBGene00020369,1153
WBGene00020370,568
WBGene00020371,611
WBGene00006476,2909
WBGene00006476,3423
WBGene00006476,3832
WBGene00020368,1418
WBGene00020372,1152
WBGene00020373,657
WBGene00003839,2782
WBGene00003839,1510
WBGene00003656,2275
WBGene00003656,2131
WBGene00003656,2629
WBGene00003656,2535
WBGene00003656,2056
WBGene00003656,2623
WBGene00003656,2529
WBGene00003656,2281
WBGene00003656,2131
WBGene00003656,2056
WBGene00020374,684
WBGene00235275,147
WBGene00002994,2604
WBGene00002994,2670
WBGene00011638,1591
WBGene00011638,1661
WBGene00011639,2560
WBGene00011639,2743
WBGene00011640,223
WBGene00011641,462
WBGene00023408,795
WBGene00023408,484
WBGene00002216,2058
WBGene00002216,486
WBGene00002216,515
WBGene00000046,1692
WBGene00011633,894
WBGene00011634,616
WBGene00007014,625
WBGene00007014,660
WBGene00011635,492
WBGene00011636,1413
WBGene00011637,1075
WBGene00020375,2355
WBGene00020375,2263
WBGene00000500,1133
WBGene00000500,1157
WBGene00020376,1081
WBGene00020376,1074
WBGene00020377,572
WBGene00020377,746
WBGene00020378,539
WBGene00020379,1656
WBGene00020379,840
WBGene00020380,480
WBGene00020381,1115
WBGene00020382,1465
WBGene00020383,1537
WBGene00011642,1615
WBGene00011643,1902
WBGene00011644,1075
WBGene00011645,2046
WBGene00011646,1115
WBGene00005087,1026
WBGene00005185,1008
WBGene00020384,1779
WBGene00020385,1311
WBGene00005182,1101
WBGene00005186,1014
WBGene00005184,1064
WBGene00044538,573
WBGene00195171,398
WBGene00011650,852
WBGene00011659,1017
WBGene00045103,972
WBGene00011651,1152
WBGene00011652,918
WBGene00011653,1980
WBGene00011654,1953
WBGene00011655,1485
WBGene00011656,1992
WBGene00011657,1632
WBGene00011658,1473
WBGene00011647,3021
WBGene00011647,2736
WBGene00011647,3301
WBGene00011647,2341
WBGene00011647,2152
WBGene00011647,2702
WBGene00011647,2403
WBGene00001874,3096
WBGene00011648,598
WBGene00011649,1086
WBGene00005518,1035
WBGene00011661,1457
WBGene00011662,1887
WBGene00001683,1120
WBGene00001683,1135
WBGene00011663,750
WBGene00011664,1688
WBGene00011665,1106
WBGene00011669,1139
WBGene00011670,1343
WBGene00014836,1079
WBGene00014836,411
WBGene00023506,936
WBGene00011666,549
WBGene00202514,217
WBGene00202514,383
WBGene00006110,1002
WBGene00005278,1038
WBGene00005483,1011
WBGene00011668,585
WBGene00020386,1647
WBGene00006750,4935
WBGene00006750,4838
WBGene00000618,1373
WBGene00011679,1419
WBGene00011680,2807
WBGene00011681,1356
WBGene00011682,1375
WBGene00011683,717
WBGene00003840,2524
WBGene00011684,1415
WBGene00011685,392
WBGene00020397,614
WBGene00020398,1781
WBGene00020399,1290
WBGene00020400,1104
WBGene00020401,912
WBGene00020402,1185
WBGene00020402,1182
WBGene00020403,1758
WBGene00020403,1647
WBGene00020404,1752
WBGene00020404,1736
WBGene00020396,1276
WBGene00020388,1761
WBGene00020389,1185
WBGene00020390,782
WBGene00020391,1967
WBGene00020391,1740
WBGene00020392,1245
WBGene00020393,1012
WBGene00020394,1492
WBGene00011671,1563
WBGene00000372,1620
WBGene00219214,123
WBGene00011672,1667
WBGene00011673,1656
WBGene00011674,1530
WBGene00011675,1660
WBGene00011676,1593
WBGene00011677,1676
WBGene00011678,485
WBGene00006263,1068
WBGene00011691,1244
WBGene00011691,978
WBGene00001878,426
WBGene00001877,398
WBGene00001876,456
WBGene00001875,312
WBGene00050899,992
WBGene00050899,762
WBGene00050899,123
WBGene00077607,607
WBGene00077607,981
WBGene00011686,1110
WBGene00005934,960
WBGene00005935,996
WBGene00011687,798
WBGene00011688,1604
WBGene00011688,1593
WBGene00011688,1541
WBGene00011688,1603
WBGene00011688,1584
WBGene00011688,1620
WBGene00011688,1568
WBGene00011688,1630
WBGene00011688,1611
WBGene00011688,1631
WBGene00011689,954
WBGene00020406,1134
WBGene00005555,978
WBGene00020410,885
WBGene00005544,966
WBGene00002102,367
WBGene00044889,360
WBGene00077522,609
WBGene00020407,1321
WBGene00002114,678
WBGene00005292,1047
WBGene00020408,2486
WBGene00020408,2429
WBGene00020409,545
WBGene00005566,1008
WBGene00005554,978
WBGene00000741,1015
WBGene00000740,1030
WBGene00000740,1064
WBGene00020420,1209
WBGene00020421,3005
WBGene00000742,968
WBGene00000743,1013
WBGene00000744,924
WBGene00020411,1347
WBGene00020412,2319
WBGene00020413,1959
WBGene00020414,2015
WBGene00020414,2096
WBGene00020415,789
WBGene00020416,489
WBGene00020417,1512
WBGene00020417,920
WBGene00020418,934
WBGene00020419,1168
WBGene00020419,1224
WBGene00001744,2379
WBGene00001744,2292
WBGene00020422,1133
WBGene00006736,2772
WBGene00020423,1923
WBGene00044604,455
WBGene00011692,1260
WBGene00011693,1086
WBGene00011694,1001
WBGene00011695,981
WBGene00011695,972
WBGene00011696,3920
WBGene00011696,3914
WBGene00001808,463
WBGene00001808,388
WBGene00045340,654
WBGene00002039,7082
WBGene00020426,1952
WBGene00020427,1329
WBGene00011698,1515
WBGene00011699,1573
WBGene00000783,1345
WBGene00045339,761
WBGene00006153,1092
WBGene00005769,1053
WBGene00011697,1653
WBGene00005763,1170
WBGene00005764,1250
WBGene00005766,1224
WBGene00005942,973
WBGene00020424,1074
WBGene00004740,4504
WBGene00020425,1361
WBGene00004897,818
WBGene00004062,1870
WBGene00004062,1954
WBGene00004062,2310
WBGene00006224,950
WBGene00006224,972
WBGene00044779,393
WBGene00011701,990
WBGene00011702,993
WBGene00011704,970
WBGene00011705,2395
WBGene00011705,344
WBGene00011705,2089
WBGene00043059,1032
WBGene00011706,1571
WBGene00011707,492
WBGene00011707,492
WBGene00011707,150
WBGene00000692,986
WBGene00000692,909
WBGene00001132,2561
WBGene00001132,2409
WBGene00001132,2782
WBGene00001132,4746
WBGene00001132,2526
WBGene00011708,660
WBGene00005807,1149
WBGene00020428,1446
WBGene00005826,1493
WBGene00020430,1302
WBGene00020431,1583
WBGene00020431,852
WBGene00020432,1419
WBGene00077759,1353
WBGene00020433,894
WBGene00235273,402
WBGene00004374,2899
WBGene00004374,2895
WBGene00004374,2757
WBGene00004374,2753
WBGene00020435,1712
WBGene00044499,350
WBGene00011712,993
WBGene00000982,1084
WBGene00011713,2474
WBGene00011714,351
WBGene00011715,138
WBGene00005227,1211
WBGene00011709,1254
WBGene00011709,1287
WBGene00194712,483
WBGene00194712,54
WBGene00194784,231
WBGene00006486,1640
WBGene00006486,1737
WBGene00003539,1203
WBGene00000007,1765
WBGene00000007,1684
WBGene00000007,1784
WBGene00003540,1155
WBGene00003541,1209
WBGene00011710,750
WBGene00000730,900
WBGene00002001,1795
WBGene00002001,1807
WBGene00002001,1779
WBGene00002001,1791
WBGene00011717,1844
WBGene00011717,1769
WBGene00011717,1890
WBGene00011718,1571
WBGene00011719,1719
WBGene00011720,4519
WBGene00011720,4406
WBGene00011720,4481
WBGene00011722,1422
WBGene00011722,526
WBGene00020436,1367
WBGene00005167,1011
WBGene00005163,972
WBGene00005162,951
WBGene00005164,936
WBGene00020443,2351
WBGene00020443,1102
WBGene00001989,766
WBGene00001989,796
WBGene00020437,2640
WBGene00020437,2523
WBGene00020437,2967
WBGene00020438,776
WBGene00020439,3073
WBGene00020440,2070
WBGene00020441,884
WBGene00020441,1095
WBGene00020442,1670
WBGene00020442,1746
WBGene00005166,951
WBGene00001577,1945
WBGene00001577,2011
WBGene00194933,300
WBGene00011723,1463
WBGene00011723,1543
WBGene00011723,1469
WBGene00011723,1549
WBGene00011723,1457
WBGene00011723,1537
WBGene00011724,692
WBGene00011725,1332
WBGene00011725,583
WBGene00011725,1129
WBGene00011725,1138
WBGene00011726,3364
WBGene00011727,1267
WBGene00011728,708
WBGene00185100,552
WBGene00020444,1341
WBGene00020445,1514
WBGene00020446,1170
WBGene00020447,1259
WBGene00020447,768
WBGene00020447,1163
WBGene00020448,942
WBGene00020456,1169
WBGene00020457,1115
WBGene00020459,753
WBGene00050913,384
WBGene00050914,302
WBGene00020449,1149
WBGene00020450,915
WBGene00020451,888
WBGene00020452,519
WBGene00020453,248
WBGene00020453,1075
WBGene00020454,624
WBGene00020455,951
WBGene00020460,1274
WBGene00006657,5094
WBGene00003699,1351
WBGene00003699,986
WBGene00003699,1133
WBGene00003615,1257
WBGene00020461,1424
WBGene00020461,1411
WBGene00020461,1010
WBGene00011729,7939
WBGene00023450,332
WBGene00011730,1002
WBGene00011731,1419
WBGene00011732,1499
WBGene00011733,473
WBGene00011734,646
WBGene00011734,664
WBGene00006391,599
WBGene00011735,1434
WBGene00011735,1507
WBGene00011736,3939
WBGene00011736,3976
WBGene00020462,2006
WBGene00020463,2993
WBGene00020464,2844
WBGene00001093,2442
WBGene00001093,2202
WBGene00001093,2463
WBGene00001093,2256
WBGene00020465,2139
WBGene00020466,884
WBGene00020467,1097
WBGene00001601,3832
WBGene00001601,3792
WBGene00003040,4661
WBGene00004147,3193
WBGene00004147,2735
WBGene00235284,69
WBGene00011737,2413
WBGene00011737,2443
WBGene00011737,2443
WBGene00011737,2377
WBGene00011738,3120
WBGene00011738,3105
WBGene00011738,3209
WBGene00011738,3072
WBGene00011738,3161
WBGene00011738,3004
WBGene00011738,3093
WBGene00011738,3134
WBGene00011738,3161
WBGene00011738,3066
WBGene00011738,3093
WBGene00011739,1428
WBGene00011740,731
WBGene00011740,741
WBGene00011741,739
WBGene00011741,862
WBGene00011742,1277
WBGene00000270,1670
WBGene00000270,1669
WBGene00020468,468
WBGene00000005,1734
WBGene00006416,1343
WBGene00006416,1303
WBGene00005743,1029
WBGene00005744,1046
WBGene00005739,939
WBGene00020469,486
WBGene00003754,1226
WBGene00003754,976
WBGene00005740,951
WBGene00235303,99
WBGene00005741,972
WBGene00005742,1198
WBGene00004902,2155
WBGene00020471,1363
WBGene00000617,1060
WBGene00020472,867
WBGene00020473,875
WBGene00020474,848
WBGene00020475,737
WBGene00020475,773
WBGene00020476,1232
WBGene00020478,1640
WBGene00020479,1338
WBGene00020479,1598
WBGene00020480,635
WBGene00020481,3350
WBGene00020481,3356
WBGene00020482,995
WBGene00206360,525
WBGene00000905,1994
WBGene00000905,1888
WBGene00020483,798
WBGene00020484,741
WBGene00020485,678
WBGene00000245,1052
WBGene00020486,658
WBGene00020487,622
WBGene00077690,582
WBGene00077690,652
WBGene00195168,696
WBGene00003466,443
WBGene00003465,427
WBGene00011749,369
WBGene00001396,1545
WBGene00001396,1544
WBGene00001396,1299
WBGene00001396,1544
WBGene00001396,706
WBGene00001396,775
WBGene00001396,615
WBGene00011743,532
WBGene00004031,3379
WBGene00004031,3385
WBGene00011744,864
WBGene00011745,1115
WBGene00011746,2339
WBGene00011747,2210
WBGene00000301,840
WBGene00000301,829
WBGene00006227,1041
WBGene00011750,1236
WBGene00003717,1716
WBGene00011751,456
WBGene00011752,1002
WBGene00011753,637
WBGene00011754,1053
WBGene00044205,779
WBGene00044653,643
WBGene00020488,492
WBGene00020489,702
WBGene00020490,4353
WBGene00020491,1130
WBGene00020491,1006
WBGene00020491,1072
WBGene00020492,768
WBGene00020494,666
WBGene00002193,1697
WBGene00011762,1444
WBGene00004148,5222
WBGene00004148,1950
WBGene00020496,7667
WBGene00020496,3481
WBGene00011755,3116
WBGene00011755,2863
WBGene00011755,3173
WBGene00011755,3113
WBGene00011755,2696
WBGene00011755,2963
WBGene00011755,3390
WBGene00011755,3325
WBGene00011755,2721
WBGene00011755,1166
WBGene00011756,1850
WBGene00011756,1592
WBGene00011757,1934
WBGene00011758,1633
WBGene00011759,839
WBGene00011760,1588
WBGene00004383,1108
WBGene00011761,1919
WBGene00004363,1564
WBGene00020497,700
WBGene00020497,685
WBGene00020497,743
WBGene00011763,2424
WBGene00011763,2611
WBGene00011763,2512
WBGene00000085,1220
WBGene00020498,3803
WBGene00020499,493
WBGene00020500,1057
WBGene00006636,871
WBGene00006636,897
WBGene00006636,722
WBGene00006636,850
WBGene00020501,662
WBGene00001064,1328
WBGene00001072,1592
WBGene00001072,1640
WBGene00001072,1684
WBGene00020502,888
WBGene00020502,1189
WBGene00020502,1126
WBGene00020503,1469
WBGene00011765,1453
WBGene00045292,1164
WBGene00011767,1743
WBGene00011768,2406
WBGene00044062,390
WBGene00020504,3684
WBGene00020504,3637
WBGene00020504,3489
WBGene00020504,3603
WBGene00020505,738
WBGene00020506,1947
WBGene00020506,1953
WBGene00020506,1919
WBGene00020506,755
WBGene00043981,1548
WBGene00020507,1766
WBGene00020507,1727
WBGene00020508,1424
WBGene00020509,1779
WBGene00003968,2166
WBGene00003968,1905
WBGene00003018,530
WBGene00004091,2108
WBGene00004091,2114
WBGene00004254,4702
WBGene00004254,4572
WBGene00004254,4092
WBGene00004254,4561
WBGene00004254,795
WBGene00004254,406
WBGene00004254,4389
WBGene00004254,4259
WBGene00004254,4196
WBGene00004254,4066
WBGene00004254,3712
WBGene00004254,3586
WBGene00011773,987
WBGene00011774,534
WBGene00011775,2832
WBGene00011775,2942
WBGene00011775,2948
WBGene00011775,2838
WBGene00006638,1248
WBGene00011776,1823
WBGene00011777,689
WBGene00011777,692
WBGene00011777,402
WBGene00020510,1210
WBGene00020511,2369
WBGene00219411,707
WBGene00235110,630
WBGene00006454,943
WBGene00006408,789
WBGene00001434,1245
WBGene00001434,1189
WBGene00001434,1168
WBGene00020515,546
WBGene00000482,5570
WBGene00011770,1044
WBGene00011771,3320
WBGene00011771,3316
WBGene00011772,1297
WBGene00020530,1229
WBGene00020530,1826
WBGene00020531,1283
WBGene00020516,1439
WBGene00020522,1393
WBGene00020523,1068
WBGene00020524,1089
WBGene00020525,1065
WBGene00020526,1953
WBGene00020527,1214
WBGene00020528,1495
WBGene00020529,705
WBGene00020517,757
WBGene00020517,790
WBGene00000716,1016
WBGene00000715,1043
WBGene00000714,1000
WBGene00020520,2526
WBGene00011778,909
WBGene00011784,1568
WBGene00011785,992
WBGene00011786,1380
WBGene00001641,1263
WBGene00001642,1176
WBGene00011779,1191
WBGene00011780,1152
WBGene00003667,1141
WBGene00011781,915
WBGene00011782,1051
WBGene00011783,1224
WBGene00011788,962
WBGene00001952,858
WBGene00011789,1296
WBGene00011790,596
WBGene00011791,1864
WBGene00001038,2228
WBGene00001038,1463
WBGene00020532,2371
WBGene00020532,1994
WBGene00020533,2361
WBGene00020534,651
WBGene00020535,414
WBGene00020536,180
WBGene00004149,1698
WBGene00020537,1111
WBGene00006261,1097
WBGene00011793,1218
WBGene00011794,2850
WBGene00011794,2878
WBGene00011794,2874
WBGene00011794,2902
WBGene00011795,1077
WBGene00011795,1118
WBGene00020539,279
WBGene00004023,1581
WBGene00004150,2264
WBGene00004151,471
WBGene00001233,842
WBGene00194787,259
WBGene00219337,180
WBGene00011796,1224
WBGene00011796,618
WBGene00011797,1170
WBGene00011798,1374
WBGene00011799,1592
WBGene00011800,1370
WBGene00011801,1439
WBGene00001711,1478
WBGene00011802,3118
WBGene00011803,5781
WBGene00044222,534
WBGene00011804,1545
WBGene00011805,733
WBGene00011806,3727
WBGene00011807,3004
WBGene00011808,1047
WBGene00011809,1270
WBGene00011810,1127
WBGene00011810,1122
WBGene00011810,1082
WBGene00011819,1130
WBGene00011819,1156
WBGene00194725,519
WBGene00011811,1050
WBGene00011811,879
WBGene00011812,546
WBGene00011813,1229
WBGene00011813,1100
WBGene00011813,1217
WBGene00011814,1232
WBGene00011814,1247
WBGene00011815,1728
WBGene00011815,1628
WBGene00002186,1979
WBGene00011816,1092
WBGene00011817,936
WBGene00002141,1518
WBGene00002141,1507
WBGene00006894,3252
WBGene00020546,1059
WBGene00020548,253
WBGene00020540,1063
WBGene00020541,1224
WBGene00020542,1050
WBGene00020543,1115
WBGene00020544,1076
WBGene00006895,1970
WBGene00020545,552
WBGene00002201,3588
WBGene00002201,3753
WBGene00002201,1416
WBGene00002201,1581
WBGene00020549,1669
WBGene00020549,1672
WBGene00020550,2179
WBGene00020550,2200
WBGene00003936,2520
WBGene00003936,2520
WBGene00003936,2340
WBGene00003936,2340
WBGene00003936,2649
WBGene00003936,2649
WBGene00003936,3438
WBGene00003936,3299
WBGene00003936,3308
WBGene00003936,2464
WBGene00003936,1868
WBGene00003936,1685
WBGene00003936,2045
WBGene00003936,1721
WBGene00003936,1883
WBGene00003936,1555
WBGene00003936,2248
WBGene00003936,2377
WBGene00003936,2604
WBGene00003936,2430
WBGene00003936,2404
WBGene00003936,1910
WBGene00003936,1727
WBGene00003936,2087
WBGene00003936,1925
WBGene00020551,1709
WBGene00011820,1926
WBGene00003854,1374
WBGene00011821,1305
WBGene00011821,183
WBGene00003514,6327
WBGene00011822,397
WBGene00011823,977
WBGene00011824,1113
WBGene00011824,821
WBGene00011824,1071
WBGene00011824,779
WBGene00011824,699
WBGene00011824,407
WBGene00011826,827
WBGene00001695,1776
WBGene00000215,2391
WBGene00000215,1775
WBGene00006221,1044
WBGene00002132,1970
WBGene00002132,1565
WBGene00007023,1567
WBGene00044077,2856
WBGene00044077,2115
WBGene00020553,4056
WBGene00001526,2838
WBGene00001526,2890
WBGene00001526,2887
WBGene00001526,2502
WBGene00001526,2747
WBGene00001526,2449
WBGene00001526,2392
WBGene00001526,2751
WBGene00020554,2537
WBGene00020554,1731
WBGene00003634,1345
WBGene00020555,1536
WBGene00011827,1525
WBGene00011827,1684
WBGene00011827,1744
WBGene00011827,1669
WBGene00003596,2154
WBGene00003596,2153
WBGene00003596,2175
WBGene00003596,2037
WBGene00003596,2031
WBGene00011828,853
WBGene00011828,859
WBGene00011829,1060
WBGene00011830,1726
WBGene00011837,912
WBGene00003509,460
WBGene00050898,224
WBGene00011831,1164
WBGene00011831,1231
WBGene00011832,2166
WBGene00004152,893
